Gid	Name	CPM-nCoV1	CPM-nCoV2	CPM-Ctrl1	CPM-Ctrl2	CPM-Ctrl3	baseMean(Counts)	log2FoldChange	lfcSE	stat	pvalue	padj	Tag
ENSG00000136732.16	GYPC	7.34	32.42	148.53	129.82	182.9	343.54	-1.63	0.71	-2.28	2.24E-02	5.17E-02	NC
ENSG00000163161.13	ERCC3	7.34	11.98	81.99	78.3	89.78	190.39	-1.62	0.43	-3.77	2.00E-04	7.00E-04	NC
ENSG00000169967.16	MAP3K2	136.68	107.82	139.2	199.51	142.18	849.52	0.86	0.19	4.44	0.00E+00	0.00E+00	NC
ENSG00000163166.15	IWS1	39.99	39.46	98.18	82.04	94.9	355.51	0.12	0.18	0.69	4.88E-01	6.51E-01	NC
ENSG00000136709.12	WDR33	46.51	34.53	97.24	93.47	91.76	357.05	0.08	0.12	0.64	5.24E-01	6.88E-01	NC
ENSG00000144231.11	POLR2D	8.57	13.04	31.36	32.5	31.87	100.46	-0.3	0.36	-0.83	4.07E-01	5.64E-01	NC
ENSG00000144233.9	AMMECR1L	16.73	5.64	50.92	53.99	50.27	132.45	-1.03	0.61	-1.68	9.26E-02	1.67E-01	NC
ENSG00000136715.18	SAP130	27.74	32.42	49.92	47.26	46.06	223.37	0.62	0.24	2.58	9.90E-03	2.61E-02	NC
ENSG00000136731.13	UGGT1	37.13	19.03	191.78	205.45	189.11	452.16	-1.51	0.18	-8.44	0.00E+00	0.00E+00	NC
ENSG00000152076.18	CCDC74B	2.86	6.34	0.51	0.24	0.07	24.12	5.39	0.82	6.57	0.00E+00	0.00E+00	NC
ENSG00000136699.19	SMPD4	11.42	3.52	58.72	53.34	58.11	125.61	-1.68	0.28	-5.93	0.00E+00	0.00E+00	NC
ENSG00000152082.14	MZT2B	15.1	7.75	8.69	5.84	7.5	72.95	1.95	0.33	5.95	0.00E+00	0.00E+00	NC
ENSG00000136710.10	CCDC115	8.98	16.21	98.28	89.94	108.73	222.4	-1.62	0.34	-4.81	0.00E+00	0.00E+00	NC
ENSG00000136718.9	IMP4	21.22	19.73	56.15	53.95	58.97	192.12	-0.16	0.17	-0.92	3.60E-01	5.10E-01	NC
ENSG00000072135.13	PTPN18	103.63	33.47	274.55	244.62	271.42	733.49	-0.76	0.39	-1.93	5.31E-02	1.05E-01	NC
ENSG00000152102.18	FAM168B	26.93	17.62	138.9	125.39	137.98	316.07	-1.32	0.18	-7.45	0.00E+00	0.00E+00	NC
ENSG00000115762.16	PLEKHB2	65.69	80.33	588.8	582.55	501.28	1253.66	-1.6	0.22	-7.24	0.00E+00	0.00E+00	NC
ENSG00000173272.16	MZT2A	10.61	7.05	4.84	4.99	4.14	50.48	2.2	0.27	8.15	0.00E+00	0.00E+00	Up
ENSG00000163040.14	CCDC74A	19.58	8.46	1.15	0.79	0.22	76.95	5.64	0.64	8.81	0.00E+00	0.00E+00	Up
ENSG00000152127.9	MGAT5	17.54	40.87	305.75	252.69	276.81	605.21	-1.78	0.5	-3.55	4.00E-04	1.50E-03	NC
ENSG00000082258.13	CCNT2	73.85	34.53	83.63	85.02	77.48	365.35	0.5	0.47	1.06	2.89E-01	4.28E-01	NC
ENSG00000176601.13	MAP3K19	37.54	22.2	1.08	0.96	0.34	140.01	6.41	0.5	12.79	0.00E+00	0.00E+00	Up
ENSG00000115839.17	RAB3GAP1	39.58	24.66	134.56	124.77	140.25	380.68	-0.74	0.18	-4.12	0.00E+00	2.00E-04	NC
ENSG00000048991.16	R3HDM1	47.74	25.37	48.48	48.99	51.2	264.34	0.84	0.19	4.54	0.00E+00	0.00E+00	NC
ENSG00000144224.17	UBXN4	131.38	59.19	217.65	243.95	214.58	842.53	0.06	0.27	0.22	8.26E-01	9.01E-01	NC
ENSG00000076003.5	MCM6	12.24	7.75	66.56	45.22	43.72	132.08	-1.09	0.32	-3.39	7.00E-04	2.50E-03	NC
ENSG00000115866.11	DARS	24.07	28.19	96.84	109.64	93.09	303.7	-0.55	0.25	-2.19	2.82E-02	6.28E-02	NC
ENSG00000121966.6	CXCR4	67.73	41.58	47.77	84.93	83.95	368.89	0.79	0.35	2.24	2.49E-02	5.65E-02	NC
ENSG00000150540.14	HNMT	160.35	204.36	255.97	199.95	292.42	1366.91	0.91	0.28	3.27	1.10E-03	3.80E-03	NC
ENSG00000144228.9	SPOPL	33.46	38.05	68.27	80.44	76.71	303.57	0.25	0.2	1.24	2.14E-01	3.34E-01	NC
ENSG00000115919.15	KYNU	60.39	70.12	151.95	134.83	126.92	553.26	0.24	0.22	1.08	2.79E-01	4.16E-01	NC
ENSG00000075884.14	ARHGAP15	51.82	32.42	39.98	40.11	59.79	282.08	1.11	0.25	4.48	0.00E+00	0.00E+00	NC
ENSG00000228655.7	AC079793.1	8.16	3.17	0.12	0.02	0	24.43	8.04	1.09	7.4	0.00E+00	0.00E+00	Up
ENSG00000121964.14	GTDC1	39.99	35.94	65.61	52.88	67.86	284.32	0.56	0.2	2.85	4.40E-03	1.28E-02	NC
ENSG00000169554.21	ZEB2	782.16	441.49	344.24	372.17	374.07	3640.11	2.02	0.16	12.58	0.00E+00	0.00E+00	Up
ENSG00000279166.1	AC009951.4	31.42	10.57	0.27	0.29	0.19	110.99	7.71	0.5	15.41	0.00E+00	0.00E+00	Up
ENSG00000238057.9	ZEB2-AS1	12.24	5.64	2.37	3.79	3.71	49.82	2.71	0.42	6.41	0.00E+00	0.00E+00	NC
ENSG00000115947.13	ORC4	14.28	23.61	42.91	43.74	39.51	174.92	0.28	0.36	0.77	4.40E-01	6.00E-01	NC
ENSG00000204406.13	MBD5	11.42	15.5	15.82	13.59	16.62	90.24	1.08	0.42	2.56	1.04E-02	2.72E-02	NC
ENSG00000135999.12	EPC2	64.47	54.97	43.26	50.6	48.77	380.84	1.63	0.14	11.57	0.00E+00	0.00E+00	NC
ENSG00000168288.13	MMADHC	39.17	70.12	78.13	84.37	81.91	408.64	0.74	0.42	1.76	7.82E-02	1.45E-01	NC
ENSG00000115963.13	RND3	70.99	61.31	44.55	40.06	26.84	416.51	2.2	0.25	8.66	0.00E+00	0.00E+00	Up
ENSG00000184898.7	RBM43	39.99	8.1	26.25	34.49	27.08	156.6	0.87	0.71	1.22	2.21E-01	3.44E-01	NC
ENSG00000123609.11	NMI	77.11	54.26	64.99	71.74	76.96	449.97	1.18	0.13	8.94	0.00E+00	0.00E+00	NC
ENSG00000123610.5	TNFAIP6	19.58	13.39	11.36	6.84	13.49	93	1.85	0.39	4.69	0.00E+00	0.00E+00	NC
ENSG00000080345.18	RIF1	46.92	56.38	90.91	112.24	93.18	428.37	0.41	0.24	1.73	8.40E-02	1.54E-01	NC
ENSG00000183091.19	NEB	18.36	2.82	0.86	2.04	0.88	50.36	4.22	0.75	5.66	0.00E+00	0.00E+00	NC
ENSG00000162980.17	ARL5A	26.11	19.38	24.69	33.81	31.83	161.97	0.88	0.22	4.07	0.00E+00	2.00E-04	NC
ENSG00000115145.10	STAM2	35.5	35.23	80.09	78.97	89.31	310.12	0.07	0.21	0.35	7.27E-01	8.39E-01	NC
ENSG00000157827.20	FMNL2	158.72	269.54	450.17	513.93	385.34	1827.38	0.27	0.43	0.62	5.38E-01	7.03E-01	NC
ENSG00000213197.3	AC012066.1	8.16	5.99	0.15	0.02	0.06	37.29	7.86	0.71	11.15	0.00E+00	0.00E+00	Up
ENSG00000287085.1	AC012066.2	13.87	4.23	0.03	0.02	0.04	50.26	9.64	0.92	10.53	0.00E+00	0.00E+00	Up
ENSG00000196504.16	PRPF40A	199.93	116.98	192.19	199.88	197.8	1140.95	1.02	0.22	4.74	0.00E+00	0.00E+00	NC
ENSG00000177917.10	ARL6IP6	6.53	4.23	35.36	45.46	31.31	87.2	-1.5	0.36	-4.11	0.00E+00	2.00E-04	NC
ENSG00000153234.14	NR4A2	26.93	25.37	3.18	5.16	6.01	153.91	3.84	0.33	11.5	0.00E+00	0.00E+00	Up
ENSG00000115159.16	GPD2	57.12	46.16	212.15	224.75	192.07	576.43	-0.76	0.15	-5.03	0.00E+00	0.00E+00	NC
ENSG00000136542.9	GALNT5	25.3	13.39	0	0.03	0.07	114.76	10.57	0.82	12.94	0.00E+00	0.00E+00	Up
ENSG00000115165.10	CYTIP	37.13	32.42	57.54	72.63	76.67	294.72	0.35	0.2	1.72	8.48E-02	1.55E-01	NC
ENSG00000115170.14	ACVR1	8.57	3.88	46.62	43.91	44.71	100.79	-1.59	0.28	-5.75	0.00E+00	0.00E+00	NC
ENSG00000144283.21	PKP4	51.41	35.59	20.98	15.42	19.07	239.09	2.48	0.23	10.95	0.00E+00	0.00E+00	Up
ENSG00000115183.15	TANC1	11.42	1.41	0.91	0.91	1.52	26.55	3.5	0.87	4.01	1.00E-04	3.00E-04	NC
ENSG00000196151.10	WDSUB1	2.45	7.05	34	32.09	28.71	75.82	-1.35	0.43	-3.15	1.60E-03	5.40E-03	NC
ENSG00000123636.18	BAZ2B	128.12	101.12	93.62	99.29	111.97	718.2	1.43	0.14	9.97	0.00E+00	0.00E+00	NC
ENSG00000136536.15	07-Mar	80.79	31.36	112.38	152.85	145.08	474.66	-0.11	0.33	-0.33	7.42E-01	8.48E-01	NC
ENSG00000241399.7	CD302	5.71	23.96	38.01	44.48	70.41	168.45	-0.28	0.72	-0.38	7.01E-01	8.22E-01	NC
ENSG00000153250.20	RBMS1	126.48	89.85	161.59	169.2	173.36	816.3	0.66	0.12	5.36	0.00E+00	0.00E+00	NC
ENSG00000136560.14	TANK	69.36	32.77	84.7	77.22	95.31	372.37	0.44	0.26	1.7	8.82E-02	1.60E-01	NC
ENSG00000115233.12	PSMD14	47.33	22.55	92.5	91.7	78.64	293.65	-0.16	0.29	-0.56	5.75E-01	7.34E-01	NC
ENSG00000197635.10	DPP4	22.03	0	8.03	9.1	13.42	71.88	1.4	1.55	0.9	3.69E-01	5.21E-01	NC
ENSG00000115267.8	IFIH1	199.11	169.48	132.07	150.33	132.69	1144.26	1.7	0.12	14.6	0.00E+00	0.00E+00	NC
ENSG00000115271.11	GCA	41.62	18.32	272.85	242.12	275.22	560.09	-1.88	0.32	-5.95	0.00E+00	0.00E+00	NC
ENSG00000082438.17	COBLL1	46.11	21.14	5.15	5.17	5.91	177.2	3.9	0.31	12.51	0.00E+00	0.00E+00	Up
ENSG00000115339.14	GALNT3	6.53	9.16	2.27	3.31	1.7	45.01	3.03	0.44	6.9	0.00E+00	0.00E+00	Up
ENSG00000123607.15	TTC21B	8.16	14.09	27.87	28.75	27.25	105.65	0.05	0.33	0.15	8.84E-01	9.35E-01	NC
ENSG00000198648.11	STK39	26.11	22.55	74.55	53.8	72.52	222.42	-0.2	0.24	-0.82	4.13E-01	5.70E-01	NC
ENSG00000172292.14	CERS6	33.05	26.43	98.62	114.66	122.49	336	-0.59	0.19	-3.09	2.00E-03	6.40E-03	NC
ENSG00000073737.16	DHRS9	58.35	31.71	22.33	12.68	18.49	238.92	2.53	0.32	7.93	0.00E+00	0.00E+00	Up
ENSG00000138399.18	FASTKD1	13.46	4.93	39.67	48.25	36.48	109.87	-0.93	0.33	-2.76	5.70E-03	1.61E-02	NC
ENSG00000138398.16	PPIG	80.79	42.63	121.95	142.09	135.55	517.16	0.16	0.18	0.89	3.72E-01	5.24E-01	NC
ENSG00000138385.16	SSB	68.95	36.29	159.56	165.41	150.21	514.69	-0.31	0.19	-1.63	1.04E-01	1.82E-01	NC
ENSG00000138382.15	METTL5	28.56	16.91	20.91	20.59	20.49	147.86	1.42	0.16	8.95	0.00E+00	0.00E+00	NC
ENSG00000144357.16	UBR3	63.65	66.24	95.82	114.99	99.11	515.87	0.7	0.19	3.58	3.00E-04	1.40E-03	NC
ENSG00000115806.13	GORASP2	21.22	47.21	103.97	104.67	104.48	362.12	-0.14	0.47	-0.3	7.67E-01	8.65E-01	NC
ENSG00000198586.14	TLK1	99.15	27.48	76.99	91.68	74.24	425.82	0.83	0.44	1.89	5.93E-02	1.15E-01	NC
ENSG00000123600.19	METTL8	6.94	2.11	27.82	28.39	25.71	66.69	-1.33	0.35	-3.85	1.00E-04	5.00E-04	NC
ENSG00000115827.14	DCAF17	11.02	12.68	31.31	37.21	30.56	107.25	-0.2	0.28	-0.73	4.66E-01	6.27E-01	NC
ENSG00000233762.3	AC007969.1	20.4	28.89	1.02	0.86	1.05	134.45	6.02	0.32	18.88	0.00E+00	0.00E+00	Up
ENSG00000071967.12	CYBRD1	6.53	7.05	3.83	3.26	2.92	38.09	2.32	0.33	6.98	0.00E+00	0.00E+00	Up
ENSG00000077380.15	DYNC1I2	62.02	56.02	111.01	114.09	114.35	454.41	0.28	0.21	1.32	1.88E-01	3.00E-01	NC
ENSG00000115840.14	SLC25A12	16.32	3.52	27.02	26.42	26.93	90.44	-0.2	0.51	-0.39	6.97E-01	8.20E-01	NC
ENSG00000128708.13	HAT1	59.57	16.91	70.32	67.25	70.41	286.05	0.31	0.51	0.61	5.43E-01	7.08E-01	NC
ENSG00000152256.13	PDK1	19.58	3.52	18.39	18.25	21.73	80.26	0.34	0.59	0.58	5.62E-01	7.24E-01	NC
ENSG00000091436.17	MAP3K20	31.42	11.98	15	32.26	20.55	146.73	1.24	0.48	2.58	1.00E-02	2.63E-02	NC
ENSG00000172845.15	SP3	161.16	77.52	108.78	131.52	125.6	750.96	1.16	0.26	4.47	0.00E+00	0.00E+00	NC
ENSG00000138430.16	OLA1	90.58	31.71	51.68	55.05	57.62	390.03	1.42	0.36	3.89	1.00E-04	4.00E-04	NC
ENSG00000138433.16	CIR1	55.49	34.88	50.8	57.43	55.19	318.85	1.02	0.15	6.89	0.00E+00	0.00E+00	NC
ENSG00000144306.15	SCRN3	9.79	11.28	32.14	29.33	27.3	106.79	-0.14	0.26	-0.52	6.03E-01	7.55E-01	NC
ENSG00000163328.13	GPR155	17.14	3.52	9.63	12.71	21.56	68.94	0.63	0.62	1	3.15E-01	4.60E-01	NC
ENSG00000115935.17	WIPF1	257.45	176.17	325	362.21	353.99	1645.68	0.61	0.09	6.9	0.00E+00	0.00E+00	NC
ENSG00000235655.3	H3F3AP4	43.66	22.9	2.08	1.7	1.4	161.43	5.49	0.27	20.35	0.00E+00	0.00E+00	Up
ENSG00000115966.17	ATF2	62.43	30.3	71.1	85.05	74.43	342.26	0.5	0.22	2.24	2.54E-02	5.74E-02	NC
ENSG00000154518.9	ATP5MC3	90.58	97.6	206.93	201.92	208.63	793.07	0.15	0.18	0.85	3.98E-01	5.53E-01	NC
ENSG00000144320.14	LNPK	22.03	26.43	69.12	86.39	62.98	233.15	-0.31	0.32	-1	3.20E-01	4.65E-01	NC
ENSG00000218175.2	AC016739.1	6.12	14.45	0.15	0.69	0.37	60.15	6.13	0.74	8.26	0.00E+00	0.00E+00	Up
ENSG00000128654.14	MTX2	27.74	9.87	40.28	33.94	35.41	140.91	0.2	0.37	0.54	5.90E-01	7.46E-01	NC
ENSG00000170144.20	HNRNPA3	146.88	111.34	285.16	270.65	261.99	1069.35	0.2	0.09	2.15	3.14E-02	6.83E-02	NC
ENSG00000116044.16	NFE2L2	262.35	150.1	213.99	191.57	171.03	1320.74	1.36	0.17	8.19	0.00E+00	0.00E+00	NC
ENSG00000018510.16	AGPS	45.7	69.41	288.96	330.39	241.96	759.46	-0.94	0.33	-2.83	4.70E-03	1.35E-02	NC
ENSG00000196659.10	TTC30B	0	9.16	8.33	7.28	9.88	46.32	0.87	1.47	0.59	5.54E-01	7.17E-01	NC
ENSG00000197557.7	TTC30A	10.61	7.75	6.86	6.87	7.52	51.85	1.63	0.28	5.85	0.00E+00	0.00E+00	NC
ENSG00000155636.15	RBM45	10.61	3.52	15.98	14.36	14.52	66.91	0.38	0.57	0.67	5.02E-01	6.66E-01	NC
ENSG00000079156.17	OSBPL6	8.16	10.57	1.52	0.79	0.52	46.34	4.55	0.6	7.62	0.00E+00	0.00E+00	Up
ENSG00000223960.7	CHROMR	25.3	17.26	41.86	52.74	37.82	166.36	0.17	0.27	0.62	5.33E-01	6.98E-01	NC
ENSG00000180228.13	PRKRA	8.98	5.29	11.58	13.11	14.13	52.22	0.39	0.31	1.24	2.15E-01	3.37E-01	NC
ENSG00000116095.11	PLEKHA3	37.54	21.14	23.43	27.53	25.66	184.34	1.46	0.19	7.88	0.00E+00	0.00E+00	NC
ENSG00000155657.26	TTN	45.7	10.57	31.12	23.37	34.06	178.22	1.11	0.51	2.17	3.02E-02	6.65E-02	NC
ENSG00000187231.14	SESTD1	53.04	17.62	70.63	79.4	74.78	284.23	0.11	0.37	0.31	7.59E-01	8.59E-01	NC
ENSG00000163510.14	CWC22	13.87	42.28	43.06	41.81	45.7	212	0.68	0.63	1.08	2.80E-01	4.16E-01	NC
ENSG00000226564.1	FTH1P20	17.14	47.57	4.39	3.72	3.5	187.88	4.49	0.57	7.88	0.00E+00	0.00E+00	Up
ENSG00000170035.16	UBE2E3	33.46	31.71	42.87	33.53	38.4	243.41	1.16	0.27	4.24	0.00E+00	1.00E-04	NC
ENSG00000115232.14	ITGA4	31.82	11.63	165.43	84.95	165.14	318.55	-1.49	0.43	-3.43	6.00E-04	2.20E-03	NC
ENSG00000188452.14	CERKL	7.34	2.11	0.69	0.24	0.39	26.4	4.75	0.67	7.03	0.00E+00	0.00E+00	Up
ENSG00000138434.17	ITPRID2	59.57	35.94	161.23	177.61	169.99	514.06	-0.53	0.17	-3.1	1.90E-03	6.10E-03	NC
ENSG00000077232.18	DNAJC10	51.41	21.14	135.6	145.12	132.8	385.19	-0.73	0.29	-2.54	1.12E-02	2.91E-02	NC
ENSG00000061676.15	NCKAP1	40.8	12.68	1.25	1.41	0.56	141.16	5.96	0.54	10.99	0.00E+00	0.00E+00	Up
ENSG00000065548.18	ZC3H15	102	65.54	82.39	87.37	82.12	550.21	1.27	0.1	12.88	0.00E+00	0.00E+00	NC
ENSG00000138448.12	ITGAV	52.23	14.8	83.73	115.72	94.85	311.14	-0.36	0.45	-0.79	4.28E-01	5.87E-01	NC
ENSG00000003436.16	TFPI	9.79	1.41	0.51	0.29	0.15	24.67	5.24	0.91	5.77	0.00E+00	0.00E+00	NC
ENSG00000144366.16	GULP1	8.16	16.91	0.19	0.38	0	70.26	7.48	1.07	6.97	0.00E+00	0.00E+00	Up
ENSG00000115368.10	WDR75	13.06	28.19	46.28	50.1	44.47	170.67	0.03	0.56	0.05	9.62E-01	9.80E-01	NC
ENSG00000138449.10	SLC40A1	15.5	21.14	1.52	2.98	3.09	106.04	4.25	0.42	10.19	0.00E+00	0.00E+00	Up
ENSG00000138381.10	ASNSD1	0	9.16	23.43	25.89	25.47	62.1	-1.14	1.34	-0.85	3.95E-01	5.50E-01	NC
ENSG00000128694.12	OSGEPL1	6.53	3.52	15.22	17.27	14.49	49.88	-0.36	0.32	-1.12	2.63E-01	3.97E-01	NC
ENSG00000128699.14	ORMDL1	28.56	9.16	105.19	107.12	105.63	260.67	-1.22	0.48	-2.51	1.21E-02	3.10E-02	NC
ENSG00000198130.16	HIBCH	13.46	5.29	29.5	29.04	31.37	93.68	-0.42	0.25	-1.68	9.36E-02	1.68E-01	NC
ENSG00000151689.13	INPP1	7.34	4.23	17.76	15.03	15.7	47.65	-0.4	0.59	-0.68	4.94E-01	6.58E-01	NC
ENSG00000151690.15	MFSD6	53.86	40.17	133.92	147.87	142.1	471.66	-0.28	0.13	-2.19	2.83E-02	6.29E-02	NC
ENSG00000138386.17	NAB1	34.68	24.66	57.98	67.35	69.13	257.35	0.18	0.17	1.03	3.04E-01	4.47E-01	NC
ENSG00000115419.12	GLS	62.43	19.38	149.02	179.49	150.99	458.23	-0.68	0.47	-1.45	1.47E-01	2.44E-01	NC
ENSG00000115415.18	STAT1	435.76	339.66	531.11	638.37	673.34	2887.03	0.6	0.13	4.55	0.00E+00	0.00E+00	NC
ENSG00000138378.19	STAT4	8.57	2.82	4.96	6.03	7.88	37.04	1.08	0.48	2.26	2.41E-02	5.51E-02	NC
ENSG00000128641.19	MYO1B	24.48	22.55	1.3	0.75	0.3	122.31	6.21	0.5	12.42	0.00E+00	0.00E+00	Up
ENSG00000173559.13	NABP1	79.97	114.86	139.39	142.42	127.43	716.85	0.83	0.29	2.9	3.70E-03	1.10E-02	NC
ENSG00000196950.14	SLC39A10	33.05	16.21	121.31	159.72	159	346.16	-1.34	0.25	-5.34	0.00E+00	0.00E+00	NC
ENSG00000081320.11	STK17B	64.87	42.99	104.32	106.92	152.81	454.19	0.08	0.23	0.35	7.24E-01	8.36E-01	NC
ENSG00000272211.1	AC114760.2	11.83	1.41	0.24	0.46	0.22	32.74	5.65	0.8	7.02	0.00E+00	0.00E+00	Up
ENSG00000119041.11	GTF3C3	25.3	27.48	51.26	51.83	51.48	211.26	0.34	0.16	2.11	3.51E-02	7.43E-02	NC
ENSG00000197121.15	PGAP1	0	11.98	3.18	4.21	2.71	40.27	2.32	1.47	1.58	1.15E-01	1.99E-01	NC
ENSG00000065413.20	ANKRD44	58.35	67.65	91.4	100.13	112.23	483.95	0.63	0.21	3	2.70E-03	8.40E-03	NC
ENSG00000231621.1	AC013264.1	13.06	7.05	0.36	0.21	0.11	47.45	6.68	0.57	11.75	0.00E+00	0.00E+00	Up
ENSG00000115524.16	SF3B1	297.85	193.79	546.14	587.56	601.55	2182.75	0.08	0.12	0.65	5.17E-01	6.81E-01	NC
ENSG00000115520.8	COQ10B	19.58	19.73	52.41	48.99	47.29	184.96	0.03	0.36	0.08	9.39E-01	9.66E-01	NC
ENSG00000144381.17	HSPD1	101.19	115.57	247.86	246.37	227.91	926.43	0.14	0.22	0.65	5.16E-01	6.80E-01	NC
ENSG00000115541.11	HSPE1	25.3	31.71	26.13	29.95	24.89	188.62	1.39	0.23	6.03	0.00E+00	0.00E+00	NC
ENSG00000115540.15	MOB4	29.78	13.04	16.07	20.05	18.43	121.17	1.36	0.37	3.64	3.00E-04	1.10E-03	NC
ENSG00000226124.7	FTCDNL1	5.71	5.64	7.33	8.74	7.43	42.87	0.85	0.33	2.59	9.50E-03	2.51E-02	NC
ENSG00000178074.6	C2orf69	15.5	19.03	50.22	61.01	48.13	182.55	-0.19	0.41	-0.48	6.35E-01	7.76E-01	NC
ENSG00000162971.11	TYW5	19.99	5.64	16	18.83	13.92	85.17	0.85	0.42	2.04	4.18E-02	8.59E-02	NC
ENSG00000162972.10	MAIP1	4.08	10.57	17.56	16.88	19.05	72.2	0.2	0.57	0.35	7.30E-01	8.40E-01	NC
ENSG00000196141.14	SPATS2L	41.62	68.35	174.22	147.16	142.72	532.97	-0.15	0.4	-0.37	7.13E-01	8.30E-01	NC
ENSG00000155729.13	KCTD18	18.77	5.64	32.19	32.86	36.27	111.58	-0.24	0.44	-0.55	5.80E-01	7.39E-01	NC
ENSG00000163535.18	SGO2	4.9	3.52	10.92	10.93	10.2	45.4	0.24	0.68	0.34	7.32E-01	8.42E-01	NC
ENSG00000082153.18	BZW1	66.51	35.59	123.71	140.74	125.86	454.46	-0.09	0.19	-0.49	6.23E-01	7.68E-01	NC
ENSG00000013441.16	CLK1	53.86	31.01	151.34	140.46	143.09	440.49	-0.49	0.15	-3.4	7.00E-04	2.50E-03	NC
ENSG00000240344.9	PPIL3	11.42	14.45	33.29	39.8	44.15	129.89	-0.26	0.27	-0.97	3.32E-01	4.79E-01	NC
ENSG00000196290.15	NIF3L1	5.71	9.87	28.19	28.37	29.61	84.31	-0.56	0.41	-1.38	1.68E-01	2.73E-01	NC
ENSG00000115942.9	ORC2	9.79	8.81	22.76	24.11	23.43	76.36	-0.12	0.34	-0.34	7.32E-01	8.42E-01	NC
ENSG00000155744.9	FAM126B	34.68	19.03	36.15	42.15	32.71	193.26	0.81	0.22	3.77	2.00E-04	7.00E-04	NC
ENSG00000119013.9	NDUFB3	33.05	44.04	48.16	48.73	47.76	287.26	1.05	0.25	4.14	0.00E+00	2.00E-04	NC
ENSG00000003402.20	CFLAR	196.25	102.88	216.35	212.37	245.8	1065.37	0.62	0.21	3	2.70E-03	8.30E-03	NC
ENSG00000226312.7	CFLAR-AS1	0	7.4	0.64	0.65	1.1	16.79	3.27	1.92	1.7	8.86E-02	1.60E-01	NC
ENSG00000003400.14	CASP10	20.81	35.59	90.61	93.81	90.94	282.11	-0.44	0.39	-1.11	2.69E-01	4.04E-01	NC
ENSG00000064012.21	CASP8	48.55	42.99	142.52	125.93	152.49	448.56	-0.34	0.19	-1.76	7.92E-02	1.46E-01	NC
ENSG00000115993.13	TRAK2	55.9	57.43	83.21	95.06	81.28	418.97	0.67	0.21	3.24	1.20E-03	4.10E-03	NC
ENSG00000082146.13	STRADB	9.79	12.68	23.86	26.49	23.41	103.79	0.31	0.49	0.64	5.20E-01	6.84E-01	NC
ENSG00000155755.19	TMEM237	3.26	7.4	6.94	7.8	6.38	40.49	0.97	0.39	2.46	1.40E-02	3.51E-02	NC
ENSG00000003393.15	ALS2	17.54	11.98	35.59	37.83	31.12	141.26	0.16	0.32	0.51	6.10E-01	7.60E-01	NC
ENSG00000182329.14	KIAA2012	16.32	7.4	0.98	0.62	0	51.77	5.54	1.26	4.39	0.00E+00	1.00E-04	NC
ENSG00000116030.16	SUMO1	31.82	16.21	87.47	93.28	93.97	260.27	-0.67	0.19	-3.53	4.00E-04	1.60E-03	NC
ENSG00000055044.11	NOP58	37.95	15.86	48.99	44.12	45.81	210.23	0.5	0.32	1.55	1.21E-01	2.07E-01	NC
ENSG00000204217.15	BMPR2	77.52	91.61	161.49	201.41	181.59	722.88	0.22	0.23	0.94	3.47E-01	4.96E-01	NC
ENSG00000138439.12	FAM117B	36.72	25.37	19.57	17.24	19.18	194.84	2.04	0.17	11.99	0.00E+00	0.00E+00	Up
ENSG00000138442.9	WDR12	8.98	7.05	39.88	47.8	34.96	104.32	-1.05	0.34	-3.12	1.80E-03	5.90E-03	NC
ENSG00000138380.18	CARF	15.5	15.5	12.97	15.57	11.34	105.07	1.56	0.25	6.22	0.00E+00	0.00E+00	NC
ENSG00000144426.18	NBEAL1	17.54	15.86	16.17	22.99	13.18	101.74	1.12	0.41	2.74	6.10E-03	1.70E-02	NC
ENSG00000138443.16	ABI2	5.71	20.08	29.78	26.68	26.01	119.68	0.4	0.73	0.56	5.78E-01	7.37E-01	NC
ENSG00000173166.18	RAPH1	8.98	7.75	5.94	4.92	3.86	49.82	2.06	0.34	6.1	0.00E+00	0.00E+00	NC
ENSG00000163600.12	ICOS	6.53	13.39	120.2	40.9	85.49	178.84	-1.75	0.62	-2.81	4.90E-03	1.41E-02	NC
ENSG00000116117.18	PARD3B	10.61	5.64	2.29	1.66	1.72	39.23	3.29	0.5	6.59	0.00E+00	0.00E+00	NC
ENSG00000118257.16	NRP2	28.97	36.29	422.15	494.91	485.29	907.24	-2.48	0.24	-10.56	0.00E+00	0.00E+00	Down
ENSG00000023228.14	NDUFS1	21.22	12.68	53.02	54.38	47.05	165.74	-0.32	0.19	-1.68	9.36E-02	1.68E-01	NC
ENSG00000114942.14	EEF1B2	190.13	145.17	96.19	91.29	118.56	995.82	1.99	0.15	13.65	0.00E+00	0.00E+00	NC
ENSG00000118246.14	FASTKD2	28.56	7.05	57.3	61.92	57.4	182.71	-0.44	0.5	-0.89	3.73E-01	5.25E-01	NC
ENSG00000118263.15	KLF7	87.31	42.63	78.84	77.33	97.52	464.4	0.91	0.25	3.69	2.00E-04	9.00E-04	NC
ENSG00000118260.15	CREB1	53.04	50.03	88.3	105.6	94.57	410.98	0.4	0.15	2.58	1.00E-02	2.62E-02	NC
ENSG00000144401.14	METTL21A	16.32	4.23	17.53	15.75	19.8	69.98	0.29	0.53	0.55	5.82E-01	7.39E-01	NC
ENSG00000224137.1	LINC01857	1.63	19.38	2.59	3.72	2.49	61.63	3.23	1.12	2.88	4.00E-03	1.17E-02	NC
